key_ID,village,interview_date,no_membrs,years_liv,rooms,memb_assoc,affect_conflicts,liv_count,items_owned,no_meals,months_lack_food,instanceID,respondent_wall_type,wall_type_logical,bicycle,car,computer,cow_cart,cow_plough,electricity,fridge,lorry,mobile_phone,motorcyle,radio,sofa_set,solar_panel,solar_torch,sterio,table,television,no_listed_items,Apr,Aug,Dec,Feb,Jan,July,June,Mar,May,none,Nov,Oct,Sept,number_month_lack_food,number_items
1,God,2016-11-17T00:00:00Z,7,9,1,yes,once,3,cow_cart;bicycle;radio;cow_plough;solar_panel;solar_torch;table;mobile_phone,2,Jan;Sept;Oct;Nov;Dec,uuid:099de9c9-3e5e-427b-8452-26250e840d6e,muddaub,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,8
3,God,2016-11-17T00:00:00Z,10,15,1,NA,NA,1,solar_torch,2,Jan;Feb;Mar;Oct;Nov;Dec,uuid:193d7daf-9582-409b-bf09-027dd36f9007,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,6,1
4,God,2016-11-17T00:00:00Z,7,6,1,NA,NA,2,bicycle;radio;cow_plough;solar_panel;mobile_phone,2,Sept;Oct;Nov;Dec,uuid:148d1105-778a-4755-aa71-281eadd4a973,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,5
5,God,2016-11-17T00:00:00Z,7,40,1,NA,NA,4,motorcyle;radio;cow_plough;mobile_phone,2,Aug;Sept;Oct;Nov,uuid:2c867811-9696-4966-9866-f35c3e97d02d,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,4
6,God,2016-11-17T00:00:00Z,3,3,1,NA,NA,1,NA,2,Aug;Sept;Oct,uuid:daa56c91-c8e3-44c3-a663-af6a49a2ca70,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,0
7,God,2016-11-17T00:00:00Z,6,38,1,no,never,1,motorcyle;cow_plough,3,Nov,uuid:ae20a58d-56f4-43d7-bafa-e7963d850844,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2
8,Chirodzo,2016-11-16T00:00:00Z,12,70,3,yes,never,2,motorcyle;bicycle;television;radio;cow_plough;solar_panel;solar_torch;table;fridge,2,Jan,uuid:d6cee930-7be1-4fd9-88c0-82a08f90fb5a,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9
9,Chirodzo,2016-11-16T00:00:00Z,8,6,1,no,never,3,television;solar_panel;solar_torch,3,Jan;Dec,uuid:846103d2-b1db-4055-b502-9cd510bb7b37,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3
10,Chirodzo,2016-12-16T00:00:00Z,12,23,5,no,never,2,cow_cart;motorcyle;bicycle;television;radio;cow_plough;solar_panel;solar_torch;table,3,Jan;Oct;Nov;Dec,uuid:8f4e49bc-da81-4356-ae34-e0d794a23721,muddaub,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,9
11,God,2016-11-21T00:00:00Z,6,20,1,NA,NA,2,radio;cow_plough,2,Oct;Nov,uuid:d29b44e3-3348-4afc-aa4d-9eb34c89d483,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,2
12,God,2016-11-21T00:00:00Z,7,20,3,yes,never,2,cow_cart;bicycle;radio;cow_plough;table,3,Sept;Oct,uuid:e6ee6269-b467-4e37-91fc-5e9eaf934557,muddaub,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,5
13,God,2016-11-21T00:00:00Z,6,8,1,no,never,3,bicycle;radio;cow_plough;mobile_phone,2,Sept;Oct;Nov,uuid:6c00c145-ee3b-409c-8c02-2c8d743b6918,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,4
14,God,2016-11-21T00:00:00Z,10,20,3,NA,NA,3,bicycle;radio;cow_plough;solar_panel;table;mobile_phone,3,June;July;Aug;Sept;Oct;Nov,uuid:9b21467f-1116-4340-a3b1-1ab64f13c87d,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,6
15,God,2016-11-21T00:00:00Z,5,30,2,yes,once,3,bicycle;radio;cow_plough;solar_panel;table,2,Jan;Feb;Mar;Apr;May;June;July;Aug;Sept;Oct;Nov,uuid:a837e545-ff86-4a1c-a1a5-6186804b985f,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,11,5
16,God,2016-11-24T00:00:00Z,6,47,1,NA,NA,4,radio;cow_plough;solar_panel;solar_torch,3,Jan;Feb,uuid:d17db52f-4b87-4768-b534-ea8f9704c565,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4
17,God,2016-11-21T00:00:00Z,8,20,1,NA,NA,1,mobile_phone,2,Nov;Dec,uuid:4707f3dc-df18-4348-9c2c-eec651e89b6b,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1
18,God,2016-11-21T00:00:00Z,4,20,1,NA,NA,3,bicycle;mobile_phone,2,Oct;Nov,uuid:7ffe7bd1-a15c-420c-a137-e1f006c317a3,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,2
19,God,2016-11-21T00:00:00Z,9,23,2,NA,NA,2,bicycle;radio;cow_plough;solar_panel;solar_torch;mobile_phone,3,Oct;Nov;Dec,uuid:e32f2dc0-0d05-42fb-8e21-605757ddf07d,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,6
20,God,2016-11-21T00:00:00Z,6,1,1,NA,NA,1,bicycle;cow_plough;solar_torch,2,Oct;Nov,uuid:d1005274-bf52-4e79-8380-3350dd7c2bac,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,3
21,God,2016-11-21T00:00:00Z,8,20,1,no,never,3,NA,2,Jan;Feb;Mar;Oct;Nov;Dec,uuid:6570a7d0-6a0b-452c-aa2e-922500e35749,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,6,0
22,God,2016-11-21T00:00:00Z,4,20,1,NA,NA,1,radio,2,Jan;Feb;Mar;Apr;Aug;Sept;Oct;Nov;Dec,uuid:a51c3006-8847-46ff-9d4e-d29919b8ecf9,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,9,1
23,Ruaca,2016-11-21T00:00:00Z,10,20,4,NA,NA,3,cow_cart;bicycle;television;radio;cow_plough;solar_panel;electricity;mobile_phone,3,none,uuid:58b37b6d-d6cd-4414-8790-b9c68bca98de,muddaub,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,8
24,Ruaca,2016-11-21T00:00:00Z,6,4,2,no,never,3,radio;table;sofa_set;mobile_phone,2,Nov;Dec,uuid:661457d3-7e61-45e8-a238-7415e7548f82,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,4
25,Ruaca,2016-11-21T00:00:00Z,11,6,3,no,never,2,cow_cart;motorcyle;television;radio;cow_plough;solar_panel;solar_torch;table;sofa_set;mobile_phone,2,Jan;Feb;Oct,uuid:45ed84c4-114e-4df0-9f5d-c800806c2bee,muddaub,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,10
26,Ruaca,2016-11-21T00:00:00Z,3,20,2,no,never,2,radio;cow_plough;table;mobile_phone,2,none,uuid:1c54ee24-22c4-4ee9-b1ad-42d483c08e2e,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4
27,Ruaca,2016-11-21T00:00:00Z,7,36,2,NA,NA,3,bicycle;radio;cow_plough;solar_panel;solar_torch;mobile_phone,3,none,uuid:3197cded-1fdc-4c0c-9b10-cfcc0bf49c4d,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,6
28,Ruaca,2016-11-21T00:00:00Z,2,2,1,no,more_once,1,NA,3,Aug;Sept;Oct,uuid:1de53318-a8cf-4736-99b1-8239f8822473,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,0
29,Ruaca,2016-11-21T00:00:00Z,7,10,2,yes,frequently,1,motorcyle;bicycle;radio;table;mobile_phone,3,Jan;Feb,uuid:adcd7463-8943-4c67-b25f-f72311409476,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
30,Ruaca,2016-11-21T00:00:00Z,7,22,2,NA,NA,1,bicycle;radio;mobile_phone,2,Jan;Feb,uuid:59341ead-92be-45a9-8545-6edf9f94fdc6,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3
31,Ruaca,2016-11-21T00:00:00Z,3,2,1,NA,NA,1,NA,3,none,uuid:cb06eb49-dd39-4150-8bbe-a599e074afe8,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0
32,Ruaca,2016-11-21T00:00:00Z,19,69,2,yes,more_once,5,cow_cart;motorcyle;radio;cow_plough;solar_panel;mobile_phone,2,none,uuid:25597af3-cd79-449c-a48a-fb9aea6c48bf,muddaub,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,6
33,Ruaca,2016-11-21T00:00:00Z,8,34,1,no,more_once,2,cow_cart;lorry;motorcyle;sterio;cow_plough;solar_panel;mobile_phone,2,none,uuid:0fbd2df1-2640-4550-9fbd-7317feaa4758,muddaub,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,7
34,Chirodzo,2016-11-17T00:00:00Z,8,18,3,yes,more_once,3,television;radio;cow_plough;solar_panel;solar_torch;table;mobile_phone,2,Jan;Dec,uuid:14c78c45-a7cc-4b2a-b765-17c82b43feb4,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
35,Chirodzo,2016-11-17T00:00:00Z,5,45,1,yes,more_once,2,bicycle;cow_plough,3,Jan;Sept;Oct;Nov;Dec,uuid:ff7496e7-984a-47d3-a8a1-13618b5683ce,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,2
36,Chirodzo,2016-11-17T00:00:00Z,6,23,1,yes,once,3,cow_cart;bicycle;radio;cow_plough;solar_panel;mobile_phone,3,none,uuid:c90eade0-1148-4a12-8c0e-6387a36f45b1,muddaub,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,6
37,Chirodzo,2016-11-17T00:00:00Z,3,8,1,NA,NA,2,bicycle;television;radio;cow_plough;solar_panel;solar_torch;mobile_phone,3,Jan;Nov;Dec,uuid:408c6c93-d723-45ef-8dee-1b1bd3fe20cd,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,7
38,God,2016-11-17T00:00:00Z,10,19,1,yes,never,3,bicycle;radio;cow_plough;solar_panel;table;mobile_phone,3,Nov,uuid:81309594-ff58-4dc1-83a7-72af5952ee08,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,6
39,God,2016-11-17T00:00:00Z,6,22,1,NA,NA,1,NA,3,Nov,uuid:c0fb6310-55af-4831-ae3d-2729556c3285,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0
40,God,2016-11-17T00:00:00Z,9,23,1,yes,never,1,bicycle;radio;cow_plough;solar_panel;table;mobile_phone,3,Sept;Oct;Nov,uuid:c0b34854-eede-4e81-b183-ef58a45bfc34,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,6
41,God,2016-11-17T00:00:00Z,7,22,1,NA,NA,2,motorcyle;bicycle;radio;cow_plough;table,3,Oct;Nov,uuid:b3ba34d8-eea1-453d-bc73-c141bcbbc5e5,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,5
42,God,2016-11-17T00:00:00Z,8,8,1,no,never,3,mobile_phone,3,Jan;Nov;Dec,uuid:e3a1dd8a-1bda-428c-a014-2b527f11ae64,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1
43,Chirodzo,2016-11-17T00:00:00Z,7,29,1,no,never,2,cow_plough;mobile_phone,2,Jan;Feb;Oct;Nov;Dec,uuid:b4dff49f-ef27-40e5-a9d1-acf287b47358,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,2
44,Chirodzo,2016-11-17T00:00:00Z,2,6,1,NA,NA,3,radio;solar_torch,2,Jan;Dec,uuid:f9fadf44-d040-4fca-86c1-2835f79c4952,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
45,Chirodzo,2016-11-17T00:00:00Z,9,7,1,no,never,4,motorcyle;bicycle;television;radio;cow_plough;solar_panel;solar_torch;table;mobile_phone,3,none,uuid:e3554d22-35b1-4fb9-b386-dd5866ad5792,muddaub,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,9
46,Chirodzo,2016-11-17T00:00:00Z,10,42,2,no,once,2,motorcyle;computer;television;sterio;solar_panel;solar_torch;table;mobile_phone,2,Sept;Oct;Nov,uuid:35f297e0-aa5d-4149-9b7b-4965004cfc37,muddaub,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,8
47,Chirodzo,2016-11-17T00:00:00Z,2,2,1,yes,once,1,solar_torch;mobile_phone,3,none,uuid:2d0b1936-4f82-4ec3-a3b5-7c3c8cd6cc2b,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2
48,Chirodzo,2016-11-16T00:00:00Z,7,58,1,NA,NA,3,radio,3,June;July;Aug;Sept;Oct;Nov,uuid:e180899c-7614-49eb-a97c-40ed013a38a2,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,1
49,Chirodzo,2016-11-16T00:00:00Z,6,26,2,NA,NA,2,bicycle;radio;cow_plough;solar_panel;solar_torch;table;mobile_phone,3,Jan;Nov;Dec,uuid:2303ebc1-2b3c-475a-8916-b322ebf18440,muddaub,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,7
50,Chirodzo,2016-11-16T00:00:00Z,6,7,1,yes,never,1,solar_torch,2,June;July;Aug;Sept;Oct;Nov;Dec,uuid:4267c33c-53a7-46d9-8bd6-b96f58a4f92c,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,1
51,Chirodzo,2016-11-16T00:00:00Z,5,30,1,NA,NA,1,radio,3,Oct;Nov,uuid:18ac8e77-bdaf-47ab-85a2-e4c947c9d3ce,muddaub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,1
52,Chirodzo,2016-11-16T00:00:00Z,11,15,3,no,never,3,motorcyle;television;radio;cow_plough;solar_panel;mobile_phone,3,Aug;Sept;Oct;Nov,uuid:6db55cb4-a853-4000-9555-757b7fae2bcf,muddaub,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,6
